ccm nave,Time,temp,RH,Dew Point,Serial Number
7970,2022-02-07 14:40,8,71.5,3.2,
7971,2022-02-07 14:55,8,72,3.3,
7972,2022-02-07 15:10,8,71.5,3.2,
7973,2022-02-07 15:25,8,71.5,3.2,
7974,2022-02-07 15:40,8.5,71.5,3.7,
7975,2022-02-07 15:55,8.5,71.5,3.7,
7976,2022-02-07 16:10,8.5,72,3.8,
7977,2022-02-07 16:25,8.5,72,3.8,
7978,2022-02-07 16:40,8.5,72,3.8,
7979,2022-02-07 16:55,8.5,72,3.8,
7980,2022-02-07 17:10,8.5,72,3.8,
7981,2022-02-07 17:25,8.5,72,3.8,
7982,2022-02-07 17:40,8.5,72,3.8,
7983,2022-02-07 17:55,8.5,72,3.8,
7984,2022-02-07 18:10,8.5,72,3.8,
7985,2022-02-07 18:25,8.5,72,3.8,
7986,2022-02-07 18:40,8.5,72,3.8,
7987,2022-02-07 18:55,8.5,72,3.8,
7988,2022-02-07 19:10,8.5,72.5,3.8,
7989,2022-02-07 19:25,8.5,72.5,3.8,
7990,2022-02-07 19:40,8.5,72.5,3.8,
7991,2022-02-07 19:55,8.5,72.5,3.8,
7992,2022-02-07 20:10,8.5,72.5,3.8,
7993,2022-02-07 20:25,8.5,72.5,3.8,
7994,2022-02-07 20:40,8.5,72.5,3.8,
7995,2022-02-07 20:55,8.5,73,3.9,
7996,2022-02-07 21:10,8.5,73,3.9,
7997,2022-02-07 21:25,8.5,73,3.9,
7998,2022-02-07 21:40,8.5,73,3.9,
7999,2022-02-07 21:55,8.5,73.5,4,
8000,2022-02-07 22:10,8.5,73.5,4,
8001,2022-02-07 22:25,8.5,73.5,4,
8002,2022-02-07 22:40,8.5,73.5,4,
8003,2022-02-07 22:55,8.5,73.5,4,
8004,2022-02-07 23:10,9,73.5,4.5,
8005,2022-02-07 23:25,9,74,4.6,
8006,2022-02-07 23:40,9,74,4.6,
8007,2022-02-07 23:55,9,74,4.6,
8008,2022-02-08 00:10,9,74,4.6,
8009,2022-02-08 00:25,9,74,4.6,
8010,2022-02-08 00:40,9,74,4.6,
8011,2022-02-08 00:55,9,74,4.6,
8012,2022-02-08 01:10,9,74.5,4.7,
8013,2022-02-08 01:25,9,74.5,4.7,
8014,2022-02-08 01:40,9,74.5,4.7,
8015,2022-02-08 01:55,9,74.5,4.7,
8016,2022-02-08 02:10,9,74.5,4.7,
8017,2022-02-08 02:25,9,74.5,4.7,
8018,2022-02-08 02:40,9,74.5,4.7,
8019,2022-02-08 02:55,9,74.5,4.7,
8020,2022-02-08 03:10,9,74,4.6,
8021,2022-02-08 03:25,9,74,4.6,
8022,2022-02-08 03:40,9,74,4.6,
8023,2022-02-08 03:55,9,74,4.6,
8024,2022-02-08 04:10,9,74,4.6,
8025,2022-02-08 04:25,9,74,4.6,
8026,2022-02-08 04:40,8.5,73.5,4,
8027,2022-02-08 04:55,8.5,73.5,4,
8028,2022-02-08 05:10,8.5,73.5,4,
8029,2022-02-08 05:25,8.5,73.5,4,
8030,2022-02-08 05:40,8.5,73.5,4,
8031,2022-02-08 05:55,8.5,73.5,4,
8032,2022-02-08 06:10,8.5,73.5,4,
8033,2022-02-08 06:25,8.5,73.5,4,
8034,2022-02-08 06:40,8.5,73.5,4,
8035,2022-02-08 06:55,8.5,73.5,4,
8036,2022-02-08 07:10,8.5,73.5,4,
8037,2022-02-08 07:25,8.5,73.5,4,
8038,2022-02-08 07:40,8.5,73.5,4,
8039,2022-02-08 07:55,8.5,73.5,4,
8040,2022-02-08 08:10,8.5,73.5,4,
8041,2022-02-08 08:25,8.5,73.5,4,
8042,2022-02-08 08:40,8.5,73.5,4,
8043,2022-02-08 08:55,8.5,73.5,4,
8044,2022-02-08 09:10,8.5,73.5,4,
8045,2022-02-08 09:25,8.5,73.5,4,
8046,2022-02-08 09:40,8.5,73.5,4,
8047,2022-02-08 09:55,8.5,73.5,4,
8048,2022-02-08 10:10,8.5,73.5,4,
8049,2022-02-08 10:25,8.5,73.5,4,
8050,2022-02-08 10:40,8.5,74,4.1,
8051,2022-02-08 10:55,8.5,74,4.1,
8052,2022-02-08 11:10,8.5,74,4.1,
8053,2022-02-08 11:25,8.5,74,4.1,
8054,2022-02-08 11:40,8.5,74,4.1,
8055,2022-02-08 11:55,8.5,74,4.1,
8056,2022-02-08 12:10,8.5,74,4.1,
8057,2022-02-08 12:25,8.5,74,4.1,
8058,2022-02-08 12:40,8.5,74,4.1,
8059,2022-02-08 12:55,8.5,74,4.1,
8060,2022-02-08 13:10,9,74,4.6,
8061,2022-02-08 13:25,9,74,4.6,
8062,2022-02-08 13:40,9,73.5,4.5,
8063,2022-02-08 13:55,9,73.5,4.5,
8064,2022-02-08 14:10,9,73.5,4.5,
8065,2022-02-08 14:25,9,73.5,4.5,
8066,2022-02-08 14:40,9,73,4.4,
8067,2022-02-08 14:55,9,73,4.4,
8068,2022-02-08 15:10,9.5,73,4.9,
8069,2022-02-08 15:25,9.5,73,4.9,
8070,2022-02-08 15:40,9.5,73,4.9,
8071,2022-02-08 15:55,9.5,73,4.9,
8072,2022-02-08 16:10,9.5,72.5,4.8,
8073,2022-02-08 16:25,9.5,72.5,4.8,
8074,2022-02-08 16:40,9.5,72.5,4.8,
8075,2022-02-08 16:55,9.5,72.5,4.8,
8076,2022-02-08 17:10,9.5,72.5,4.8,
8077,2022-02-08 17:25,9.5,72.5,4.8,
8078,2022-02-08 17:40,9.5,72.5,4.8,
8079,2022-02-08 17:55,9.5,72.5,4.8,
8080,2022-02-08 18:10,9.5,72.5,4.8,
8081,2022-02-08 18:25,9.5,72.5,4.8,
8082,2022-02-08 18:40,9,72.5,4.3,
8083,2022-02-08 18:55,9,72.5,4.3,
8084,2022-02-08 19:10,9,72.5,4.3,
8085,2022-02-08 19:25,9,72.5,4.3,
8086,2022-02-08 19:40,9,72.5,4.3,
8087,2022-02-08 19:55,9,72.5,4.3,
8088,2022-02-08 20:10,9,73,4.4,
8089,2022-02-08 20:25,9,73,4.4,
8090,2022-02-08 20:40,9,73,4.4,
8091,2022-02-08 20:55,9,73.5,4.5,
8092,2022-02-08 21:10,9,73.5,4.5,
8093,2022-02-08 21:25,9,73.5,4.5,
8094,2022-02-08 21:40,9,73.5,4.5,
8095,2022-02-08 21:55,9,73.5,4.5,
8096,2022-02-08 22:10,9,73.5,4.5,
8097,2022-02-08 22:25,9,73.5,4.5,
8098,2022-02-08 22:40,9,73.5,4.5,
8099,2022-02-08 22:55,9,73.5,4.5,
8100,2022-02-08 23:10,9,73.5,4.5,
8101,2022-02-08 23:25,9,73.5,4.5,
8102,2022-02-08 23:40,8.5,73.5,4,
8103,2022-02-08 23:55,8.5,73.5,4,
8104,2022-02-09 00:10,8.5,73.5,4,
8105,2022-02-09 00:25,8.5,73.5,4,
8106,2022-02-09 00:40,8.5,73.5,4,
8107,2022-02-09 00:55,8.5,73.5,4,
8108,2022-02-09 01:10,8.5,74,4.1,
8109,2022-02-09 01:25,8.5,74,4.1,
8110,2022-02-09 01:40,8.5,74,4.1,
8111,2022-02-09 01:55,8.5,74,4.1,
8112,2022-02-09 02:10,8.5,74,4.1,
8113,2022-02-09 02:25,8.5,74,4.1,
8114,2022-02-09 02:40,8.5,74,4.1,
8115,2022-02-09 02:55,8.5,74,4.1,
8116,2022-02-09 03:10,8.5,74,4.1,
8117,2022-02-09 03:25,8.5,74,4.1,
8118,2022-02-09 03:40,8.5,74,4.1,
8119,2022-02-09 03:55,8.5,74,4.1,
8120,2022-02-09 04:10,8.5,74,4.1,
8121,2022-02-09 04:25,8.5,74,4.1,
8122,2022-02-09 04:40,8.5,74,4.1,
8123,2022-02-09 04:55,8.5,74,4.1,
8124,2022-02-09 05:10,8,74,3.7,
8125,2022-02-09 05:25,8,74,3.7,
8126,2022-02-09 05:40,8,74,3.7,
8127,2022-02-09 05:55,8,74,3.7,
8128,2022-02-09 06:10,8,74,3.7,
8129,2022-02-09 06:25,8,74,3.7,
8130,2022-02-09 06:40,8,74,3.7,
8131,2022-02-09 06:55,8,74,3.7,
8132,2022-02-09 07:10,8,74,3.7,
8133,2022-02-09 07:25,8,74,3.7,
8134,2022-02-09 07:40,8,74,3.7,
8135,2022-02-09 07:55,8,74,3.7,
8136,2022-02-09 08:10,8,74,3.7,
8137,2022-02-09 08:25,8,74,3.7,
8138,2022-02-09 08:40,8,73.5,3.6,
8139,2022-02-09 08:55,8,73.5,3.6,
8140,2022-02-09 09:10,7.5,74,3.2,
8141,2022-02-09 09:25,7.5,74,3.2,
8142,2022-02-09 09:40,7.5,74,3.2,
8143,2022-02-09 09:55,7.5,74.5,3.3,
8144,2022-02-09 10:10,8,74.5,3.8,
8145,2022-02-09 10:25,8,74.5,3.8,
8146,2022-02-09 10:40,8,74.5,3.8,
8147,2022-02-09 10:55,8,74.5,3.8,
8148,2022-02-09 11:10,8,74.5,3.8,
8149,2022-02-09 11:25,8,74.5,3.8,
8150,2022-02-09 11:40,8,74.5,3.8,
8151,2022-02-09 11:55,8,74.5,3.8,
8152,2022-02-09 12:10,8,74.5,3.8,
8153,2022-02-09 12:25,8.5,74.5,4.2,
8154,2022-02-09 12:40,8.5,74.5,4.2,
8155,2022-02-09 12:55,8.5,74,4.1,
8156,2022-02-09 13:10,8.5,74,4.1,
8157,2022-02-09 13:25,8.5,74,4.1,
8158,2022-02-09 13:40,8.5,74,4.1,
8159,2022-02-09 13:55,8.5,74,4.1,
8160,2022-02-09 14:10,9,73.5,4.5,
8161,2022-02-09 14:25,9,73.5,4.5,
8162,2022-02-09 14:40,9,73.5,4.5,
8163,2022-02-09 14:55,9,73.5,4.5,
8164,2022-02-09 15:10,9,73,4.4,
8165,2022-02-09 15:25,9,73,4.4,
8166,2022-02-09 15:40,9,73,4.4,
8167,2022-02-09 15:55,9,72.5,4.3,
8168,2022-02-09 16:10,9,72.5,4.3,
8169,2022-02-09 16:25,9,72.5,4.3,
8170,2022-02-09 16:40,9,72.5,4.3,
8171,2022-02-09 16:55,9,72.5,4.3,
8172,2022-02-09 17:10,9,72.5,4.3,
8173,2022-02-09 17:25,9,72.5,4.3,
8174,2022-02-09 17:40,9,72.5,4.3,
8175,2022-02-09 17:55,9,72,4.2,
8176,2022-02-09 18:10,9,72,4.2,
8177,2022-02-09 18:25,9,72,4.2,
8178,2022-02-09 18:40,8.5,72,3.8,
8179,2022-02-09 18:55,8.5,72,3.8,
8180,2022-02-09 19:10,8.5,72,3.8,
8181,2022-02-09 19:25,8.5,72,3.8,
8182,2022-02-09 19:40,8.5,72,3.8,
8183,2022-02-09 19:55,8.5,72,3.8,
8184,2022-02-09 20:10,8.5,72,3.8,
8185,2022-02-09 20:25,8.5,72,3.8,
8186,2022-02-09 20:40,8,72,3.3,
8187,2022-02-09 20:55,8,72,3.3,
8188,2022-02-09 21:10,8,72.5,3.4,
8189,2022-02-09 21:25,8,72,3.3,
8190,2022-02-09 21:40,8,72.5,3.4,
8191,2022-02-09 21:55,8,72.5,3.4,
8192,2022-02-09 22:10,8,72.5,3.4,
8193,2022-02-09 22:25,8,72.5,3.4,
8194,2022-02-09 22:40,8,72.5,3.4,
8195,2022-02-09 22:55,7.5,72.5,2.9,
8196,2022-02-09 23:10,7.5,72.5,2.9,
8197,2022-02-09 23:25,7.5,72.5,2.9,
8198,2022-02-09 23:40,7.5,72.5,2.9,
8199,2022-02-09 23:55,7.5,72.5,2.9,
8200,2022-02-10 00:10,7.5,72.5,2.9,
8201,2022-02-10 00:25,7.5,72.5,2.9,
8202,2022-02-10 00:40,7.5,72.5,2.9,
8203,2022-02-10 00:55,7,72.5,2.4,
8204,2022-02-10 01:10,7,72.5,2.4,
8205,2022-02-10 01:25,7,72.5,2.4,
8206,2022-02-10 01:40,7,72.5,2.4,
8207,2022-02-10 01:55,7,72.5,2.4,
8208,2022-02-10 02:10,7,73,2.5,
8209,2022-02-10 02:25,7,73,2.5,
8210,2022-02-10 02:40,7,73,2.5,
8211,2022-02-10 02:55,7,73,2.5,
8212,2022-02-10 03:10,7,73,2.5,
8213,2022-02-10 03:25,7,73,2.5,
8214,2022-02-10 03:40,7,73,2.5,
8215,2022-02-10 03:55,7,73,2.5,
8216,2022-02-10 04:10,7,73,2.5,
8217,2022-02-10 04:25,6.5,73,2,
8218,2022-02-10 04:40,6.5,73,2,
8219,2022-02-10 04:55,6.5,73,2,
8220,2022-02-10 05:10,6.5,73,2,
8221,2022-02-10 05:25,6.5,73,2,
8222,2022-02-10 05:40,6.5,73,2,
8223,2022-02-10 05:55,6.5,73,2,
8224,2022-02-10 06:10,6.5,73,2,
8225,2022-02-10 06:25,6.5,73,2,
8226,2022-02-10 06:40,6.5,73,2,
8227,2022-02-10 06:55,6.5,73,2,
8228,2022-02-10 07:10,6.5,73,2,
8229,2022-02-10 07:25,6.5,73,2,
8230,2022-02-10 07:40,6.5,73,2,
8231,2022-02-10 07:55,6.5,73,2,
8232,2022-02-10 08:10,6,73,1.5,
8233,2022-02-10 08:25,6,73,1.5,
8234,2022-02-10 08:40,6,73,1.5,
8235,2022-02-10 08:55,6,73,1.5,
8236,2022-02-10 09:10,6,73.5,1.6,
8237,2022-02-10 09:25,6,73.5,1.6,
8238,2022-02-10 09:40,6,74,1.7,
8239,2022-02-10 09:55,6,74,1.7,
8240,2022-02-10 10:10,6.5,74,2.2,
8241,2022-02-10 10:25,6.5,74,2.2,
8242,2022-02-10 10:40,6.5,74.5,2.3,
8243,2022-02-10 10:55,6.5,74.5,2.3,
8244,2022-02-10 11:10,6.5,74.5,2.3,
8245,2022-02-10 11:25,6.5,74.5,2.3,
8246,2022-02-10 11:40,6.5,75,2.4,
8247,2022-02-10 11:55,6.5,74.5,2.3,
8248,2022-02-10 12:10,6.5,74.5,2.3,
8249,2022-02-10 12:25,7,74.5,2.8,
8250,2022-02-10 12:40,7,74.5,2.8,
8251,2022-02-10 12:55,7,74.5,2.8,
8252,2022-02-10 13:10,7,74.5,2.8,
8253,2022-02-10 13:25,7,74.5,2.8,
8254,2022-02-10 13:40,7.5,74.5,3.3,
8255,2022-02-10 13:55,7.5,74,3.2,
8256,2022-02-10 14:10,7.5,74,3.2,
8257,2022-02-10 14:25,7.5,74,3.2,
8258,2022-02-10 14:40,7.5,73.5,3.1,
8259,2022-02-10 14:55,7.5,73.5,3.1,
8260,2022-02-10 15:10,7.5,73.5,3.1,
8261,2022-02-10 15:25,8,73,3.5,
8262,2022-02-10 15:40,8,73,3.5,
8263,2022-02-10 15:55,8,72.5,3.4,
8264,2022-02-10 16:10,8,72.5,3.4,
8265,2022-02-10 16:25,8,72.5,3.4,
8266,2022-02-10 16:40,8,72,3.3,
8267,2022-02-10 16:55,8,72,3.3,
8268,2022-02-10 17:10,8,71.5,3.2,
8269,2022-02-10 17:25,8,71.5,3.2,
8270,2022-02-10 17:40,8,71.5,3.2,
8271,2022-02-10 17:55,8,71.5,3.2,
8272,2022-02-10 18:10,8,71.5,3.2,
8273,2022-02-10 18:25,8,71.5,3.2,
8274,2022-02-10 18:40,8,71,3.1,
8275,2022-02-10 18:55,8,71,3.1,
8276,2022-02-10 19:10,8,71.5,3.2,
8277,2022-02-10 19:25,7.5,71.5,2.7,
8278,2022-02-10 19:40,7.5,71.5,2.7,
8279,2022-02-10 19:55,7.5,71.5,2.7,
8280,2022-02-10 20:10,7.5,71.5,2.7,
8281,2022-02-10 20:25,7.5,71.5,2.7,
8282,2022-02-10 20:40,7.5,71,2.6,
8283,2022-02-10 20:55,7.5,71,2.6,
8284,2022-02-10 21:10,7.5,71,2.6,
8285,2022-02-10 21:25,7.5,71,2.6,
8286,2022-02-10 21:40,7.5,71.5,2.7,
8287,2022-02-10 21:55,7.5,71.5,2.7,
8288,2022-02-10 22:10,7,71.5,2.2,
8289,2022-02-10 22:25,7,71.5,2.2,
8290,2022-02-10 22:40,7,71.5,2.2,
8291,2022-02-10 22:55,7,72,2.3,
8292,2022-02-10 23:10,7,72,2.3,
8293,2022-02-10 23:25,7,72,2.3,
8294,2022-02-10 23:40,7,72,2.3,
8295,2022-02-10 23:55,7,72,2.3,
8296,2022-02-11 00:10,7,72,2.3,
8297,2022-02-11 00:25,7,72.5,2.4,
8298,2022-02-11 00:40,6.5,72.5,1.9,
8299,2022-02-11 00:55,6.5,72.5,1.9,
8300,2022-02-11 01:10,6.5,72.5,1.9,
8301,2022-02-11 01:25,6.5,72.5,1.9,
8302,2022-02-11 01:40,6.5,72.5,1.9,
8303,2022-02-11 01:55,6.5,72.5,1.9,
8304,2022-02-11 02:10,6.5,73,2,
8305,2022-02-11 02:25,6.5,73,2,
8306,2022-02-11 02:40,6.5,73,2,
8307,2022-02-11 02:55,6,73,1.5,
8308,2022-02-11 03:10,6,73,1.5,
8309,2022-02-11 03:25,6,73,1.5,
8310,2022-02-11 03:40,6,73,1.5,
8311,2022-02-11 03:55,6,73.5,1.6,
8312,2022-02-11 04:10,6,73,1.5,
8313,2022-02-11 04:25,6,73.5,1.6,
8314,2022-02-11 04:40,6,73.5,1.6,
8315,2022-02-11 04:55,6,73.5,1.6,
8316,2022-02-11 05:10,6,73.5,1.6,
8317,2022-02-11 05:25,6,73.5,1.6,
8318,2022-02-11 05:40,6,73.5,1.6,
8319,2022-02-11 05:55,6,73.5,1.6,
8320,2022-02-11 06:10,6.5,73,2,
8321,2022-02-11 06:25,6.5,73,2,
8322,2022-02-11 06:40,7,72.5,2.4,
8323,2022-02-11 06:55,7,72,2.3,
8324,2022-02-11 07:10,7.5,72,2.8,
8325,2022-02-11 07:25,7.5,71.5,2.7,
8326,2022-02-11 07:40,8,71,3.1,
8327,2022-02-11 07:55,8,71,3.1,
8328,2022-02-11 08:10,8,70.5,3,
8329,2022-02-11 08:25,8,70.5,3,
8330,2022-02-11 08:40,8,70,2.9,
8331,2022-02-11 08:55,8,70,2.9,
8332,2022-02-11 09:10,8,70,2.9,
8333,2022-02-11 09:25,8,70,2.9,
8334,2022-02-11 09:40,8,70.5,3,
8335,2022-02-11 09:55,8,70.5,3,
8336,2022-02-11 10:10,8,70.5,3,
8337,2022-02-11 10:25,8,70.5,3,
8338,2022-02-11 10:40,8,70.5,3,
8339,2022-02-11 10:55,8,70.5,3,
8340,2022-02-11 11:10,8,70.5,3,
8341,2022-02-11 11:25,8,70.5,3,
8342,2022-02-11 11:40,8,70.5,3,
8343,2022-02-11 11:55,8,71,3.1,
8344,2022-02-11 12:10,8,71,3.1,
8345,2022-02-11 12:25,8.5,71,3.6,
8346,2022-02-11 12:40,8.5,71,3.6,
8347,2022-02-11 12:55,8.5,70.5,3.5,
8348,2022-02-11 13:10,8.5,70.5,3.5,
8349,2022-02-11 13:25,8.5,70.5,3.5,
8350,2022-02-11 13:40,8.5,70.5,3.5,
8351,2022-02-11 13:55,8.5,70.5,3.5,
8352,2022-02-11 14:10,8.5,70.5,3.5,
8353,2022-02-11 14:25,8.5,70.5,3.5,
8354,2022-02-11 14:40,8.5,70.5,3.5,
8355,2022-02-11 14:55,8.5,70.5,3.5,
8356,2022-02-11 15:10,8.5,70.5,3.5,
8357,2022-02-11 15:25,8.5,70.5,3.5,
8358,2022-02-11 15:40,8.5,70.5,3.5,
8359,2022-02-11 15:55,8.5,70.5,3.5,
8360,2022-02-11 16:10,8.5,70.5,3.5,
8361,2022-02-11 16:25,8.5,70.5,3.5,
8362,2022-02-11 16:40,8.5,70.5,3.5,
8363,2022-02-11 16:55,8.5,70.5,3.5,
8364,2022-02-11 17:10,8.5,70.5,3.5,
8365,2022-02-11 17:25,8.5,70.5,3.5,
8366,2022-02-11 17:40,8.5,70.5,3.5,
8367,2022-02-11 17:55,8.5,70.5,3.5,
8368,2022-02-11 18:10,8.5,70.5,3.5,
8369,2022-02-11 18:25,8.5,70.5,3.5,
8370,2022-02-11 18:40,8.5,70.5,3.5,
8371,2022-02-11 18:55,8.5,70.5,3.5,
8372,2022-02-11 19:10,8.5,70,3.4,
8373,2022-02-11 19:25,8,70,2.9,
8374,2022-02-11 19:40,8,70,2.9,
8375,2022-02-11 19:55,8,70,2.9,
8376,2022-02-11 20:10,8,70,2.9,
8377,2022-02-11 20:25,8,70.5,3,
8378,2022-02-11 20:40,8,70.5,3,
8379,2022-02-11 20:55,8,70.5,3,
8380,2022-02-11 21:10,8,70.5,3,
8381,2022-02-11 21:25,8,70.5,3,
8382,2022-02-11 21:40,8,70.5,3,
8383,2022-02-11 21:55,7.5,70.5,2.5,
8384,2022-02-11 22:10,7.5,71,2.6,
8385,2022-02-11 22:25,7.5,71,2.6,
8386,2022-02-11 22:40,7.5,71,2.6,
8387,2022-02-11 22:55,7.5,71,2.6,
8388,2022-02-11 23:10,7.5,71,2.6,
8389,2022-02-11 23:25,7.5,71,2.6,
8390,2022-02-11 23:40,7.5,71,2.6,
8391,2022-02-11 23:55,7.5,71.5,2.7,
8392,2022-02-12 00:10,7.5,71.5,2.7,
8393,2022-02-12 00:25,7.5,71.5,2.7,
8394,2022-02-12 00:40,7.5,71.5,2.7,
8395,2022-02-12 00:55,7.5,71.5,2.7,
8396,2022-02-12 01:10,7.5,71.5,2.7,
8397,2022-02-12 01:25,7.5,71.5,2.7,
8398,2022-02-12 01:40,7.5,71.5,2.7,
8399,2022-02-12 01:55,7.5,72,2.8,
8400,2022-02-12 02:10,7.5,72,2.8,
8401,2022-02-12 02:25,7.5,72,2.8,
8402,2022-02-12 02:40,7.5,72,2.8,
8403,2022-02-12 02:55,7,72.5,2.4,
8404,2022-02-12 03:10,7,72.5,2.4,
8405,2022-02-12 03:25,7,72.5,2.4,
8406,2022-02-12 03:40,7,72.5,2.4,
8407,2022-02-12 03:55,7,72.5,2.4,
8408,2022-02-12 04:10,7,72.5,2.4,
8409,2022-02-12 04:25,7,73,2.5,
8410,2022-02-12 04:40,7,73,2.5,
8411,2022-02-12 04:55,7,73,2.5,
8412,2022-02-12 05:10,7,73,2.5,
8413,2022-02-12 05:25,7,73.5,2.6,
8414,2022-02-12 05:40,7,73.5,2.6,
8415,2022-02-12 05:55,7,73.5,2.6,
8416,2022-02-12 06:10,7,73.5,2.6,
8417,2022-02-12 06:25,7,73.5,2.6,
8418,2022-02-12 06:40,7,73.5,2.6,
8419,2022-02-12 06:55,7,73.5,2.6,
8420,2022-02-12 07:10,7,74,2.7,
8421,2022-02-12 07:25,7,74,2.7,
8422,2022-02-12 07:40,7,74,2.7,
8423,2022-02-12 07:55,7,74,2.7,
8424,2022-02-12 08:10,7,74,2.7,
8425,2022-02-12 08:25,7,74,2.7,
8426,2022-02-12 08:40,7,74,2.7,
8427,2022-02-12 08:55,7,74,2.7,
8428,2022-02-12 09:10,7,74.5,2.8,
8429,2022-02-12 09:25,7,74.5,2.8,
8430,2022-02-12 09:40,7,74,2.7,
8431,2022-02-12 09:55,7,74,2.7,
8432,2022-02-12 10:10,7.5,74.5,3.3,
8433,2022-02-12 10:25,7.5,74.5,3.3,
8434,2022-02-12 10:40,7.5,74.5,3.3,
8435,2022-02-12 10:55,7.5,74.5,3.3,
8436,2022-02-12 11:10,7.5,74.5,3.3,
8437,2022-02-12 11:25,7.5,74.5,3.3,
8438,2022-02-12 11:40,7.5,74.5,3.3,
8439,2022-02-12 11:55,7.5,74.5,3.3,
8440,2022-02-12 12:10,7.5,74.5,3.3,
8441,2022-02-12 12:25,8,74.5,3.8,
8442,2022-02-12 12:40,8,74.5,3.8,
8443,2022-02-12 12:55,8,74.5,3.8,
8444,2022-02-12 13:10,8,74.5,3.8,
8445,2022-02-12 13:25,8,74.5,3.8,
8446,2022-02-12 13:40,8,74.5,3.8,
8447,2022-02-12 13:55,8,74.5,3.8,
8448,2022-02-12 14:10,8,74.5,3.8,
8449,2022-02-12 14:25,8,74.5,3.8,
8450,2022-02-12 14:40,8,74.5,3.8,
8451,2022-02-12 14:55,8,74.5,3.8,
8452,2022-02-12 15:10,8.5,74,4.1,
8453,2022-02-12 15:25,8.5,74,4.1,
8454,2022-02-12 15:40,8.5,74,4.1,
8455,2022-02-12 15:55,8.5,74,4.1,
8456,2022-02-12 16:10,8.5,74,4.1,
8457,2022-02-12 16:25,8.5,74,4.1,
8458,2022-02-12 16:40,8.5,74,4.1,
8459,2022-02-12 16:55,8.5,74,4.1,
8460,2022-02-12 17:10,8.5,74,4.1,
8461,2022-02-12 17:25,8.5,74,4.1,
8462,2022-02-12 17:40,8.5,74,4.1,
8463,2022-02-12 17:55,8.5,74,4.1,
8464,2022-02-12 18:10,8.5,74,4.1,
8465,2022-02-12 18:25,8.5,74,4.1,
8466,2022-02-12 18:40,8.5,74,4.1,
8467,2022-02-12 18:55,8.5,74,4.1,
8468,2022-02-12 19:10,8,74,3.7,
8469,2022-02-12 19:25,8,74,3.7,
8470,2022-02-12 19:40,8,74.5,3.8,
8471,2022-02-12 19:55,8,74.5,3.8,
8472,2022-02-12 20:10,8,74.5,3.8,
8473,2022-02-12 20:25,8,75,3.8,
8474,2022-02-12 20:40,8,75,3.8,
8475,2022-02-12 20:55,8,75,3.8,
8476,2022-02-12 21:10,8,75,3.8,
8477,2022-02-12 21:25,8,75,3.8,
8478,2022-02-12 21:40,8,75,3.8,
8479,2022-02-12 21:55,8,75,3.8,
8480,2022-02-12 22:10,8,75,3.8,
8481,2022-02-12 22:25,8,75.5,3.9,
8482,2022-02-12 22:40,8.5,75,4.3,
8483,2022-02-12 22:55,9,74.5,4.7,
8484,2022-02-12 23:10,9,74,4.6,
8485,2022-02-12 23:25,9.5,73.5,5,
8486,2022-02-12 23:40,10,73,5.4,
8487,2022-02-12 23:55,10.5,72.5,5.8,
8488,2022-02-13 00:10,10.5,72,5.7,
8489,2022-02-13 00:25,11,71,6,
8490,2022-02-13 00:40,11,71,6,
8491,2022-02-13 00:55,11.5,70.5,6.3,
8492,2022-02-13 01:10,11.5,70,6.2,
8493,2022-02-13 01:25,12,69.5,6.6,
8494,2022-02-13 01:40,12,69,6.5,
8495,2022-02-13 01:55,12.5,69,7,
8496,2022-02-13 02:10,12.5,68.5,6.9,
8497,2022-02-13 02:25,12.5,68,6.8,
8498,2022-02-13 02:40,13,68,7.2,
8499,2022-02-13 02:55,13,67.5,7.1,
8500,2022-02-13 03:10,13,67.5,7.1,
8501,2022-02-13 03:25,13.5,67,7.5,
8502,2022-02-13 03:40,13.5,67,7.5,
8503,2022-02-13 03:55,13.5,66.5,7.4,
8504,2022-02-13 04:10,13.5,66.5,7.4,
8505,2022-02-13 04:25,14,66,7.8,
8506,2022-02-13 04:40,14,66,7.8,
8507,2022-02-13 04:55,14,66,7.8,
8508,2022-02-13 05:10,14,65.5,7.6,
8509,2022-02-13 05:25,14.5,65.5,8.1,
8510,2022-02-13 05:40,14.5,65.5,8.1,
8511,2022-02-13 05:55,14.5,65,8,
8512,2022-02-13 06:10,14.5,65,8,
8513,2022-02-13 06:25,14.5,65,8,
8514,2022-02-13 06:40,14.5,65,8,
8515,2022-02-13 06:55,15,64.5,8.4,
8516,2022-02-13 07:10,15,64.5,8.4,
8517,2022-02-13 07:25,15,64.5,8.4,
8518,2022-02-13 07:40,15,64.5,8.4,
8519,2022-02-13 07:55,15,64.5,8.4,
8520,2022-02-13 08:10,15.5,64,8.7,
8521,2022-02-13 08:25,15.5,64,8.7,
8522,2022-02-13 08:40,15.5,64,8.7,
8523,2022-02-13 08:55,15.5,64,8.7,
8524,2022-02-13 09:10,15.5,63.5,8.6,
8525,2022-02-13 09:25,15.5,63.5,8.6,
8526,2022-02-13 09:40,15.5,63.5,8.6,
8527,2022-02-13 09:55,16,62,8.7,
8528,2022-02-13 10:10,16,62.5,8.8,
8529,2022-02-13 10:25,16,63.5,9.1,
8530,2022-02-13 10:40,16,63.5,9.1,
8531,2022-02-13 10:55,16,64,9.2,
8532,2022-02-13 11:10,16,64.5,9.3,
